Job_ID,Job_Title,Company,Location,Industry,Salary_LPA,Experience_Years,Education,Employment_Type,Work_Mode,Skills_Required,Date_Posted
JOB10258,Operations Analyst,MarketSphere,Mumbai,FinTech,6.4,2-3,B.Tech/M.Tech,Full-time,Remote,"Business Analysis, DAX, ETL, Excel, Google Sheets, Statistics, Tableau",2026-02-14
JOB10259,Reporting Analyst,RetailPulse,Mumbai,Healthcare,5.5,0-1,Any Graduate,Internship,Hybrid,"Business Analysis, Communication, Data Cleaning, SQL, VLOOKUP/XLOOKUP",2026-05-29
JOB10260,Data Associate,TechNova Solutions,Hyderabad,Healthcare,6.7,2-3,Statistics/Mathematics,Internship,On-site,"Business Analysis, DAX, Data Cleaning, ETL, Excel, Power BI, Python, Tableau, VLOOKUP/XLOOKUP",2026-05-09
JOB10261,MIS Executive,InsightWorks,Remote,Consulting,4.6,1-2,B.Tech/M.Tech,Full-time,Remote,"Business Analysis, Communication, DAX, ETL, Power BI, Power Query, Python, SQL, Statistics",2026-03-01
JOB10262,Reporting Analyst,FinEdge Analytics,Delhi NCR,E-commerce,8.6,3-5,B.Com/MBA,Internship,Hybrid,"Business Analysis, Communication, Excel, Power Query, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-07-09
JOB10263,Junior Data Analyst,DataBridge India,Bengaluru,SaaS,7.3,2-3,BCA/MCA,Full-time,On-site,"Data Cleaning, ETL, Excel, Power Query, SQL, Statistics",2026-05-09
JOB10264,BI Analyst,Quantify Labs,Pune,SaaS,4.7,1-2,B.Com/MBA,Full-time,Remote,"Communication, Data Cleaning, ETL, Excel, Python, SQL, Statistics",2026-01-30
JOB10265,MIS Executive,DataBridge India,Chennai,IT Services,3.5,0-1,BCA/MCA,Contract,On-site,"Business Analysis, Data Cleaning, ETL, Power BI, SQL, VLOOKUP/XLOOKUP",2026-05-27
JOB10266,Operations Analyst,RetailPulse,Kolkata,E-commerce,7.4,2-3,Statistics/Mathematics,Full-time,Remote,"Business Analysis, DAX, Data Cleaning, ETL, Power BI, Python",2026-08-01
JOB10267,BI Analyst,BrightOps,Hyderabad,Retail,8.1,2-3,BCA/MCA,Internship,On-site,"Communication, DAX, Data Cleaning, Excel, Google Sheets, Power BI, Power Query, Python, SQL",2026-05-14
JOB10268,MIS Executive,RetailPulse,Remote,Retail,5.3,0-1,B.Tech/M.Tech,Full-time,Remote,"DAX, ETL, Excel, Google Sheets, Power BI, Power Query, SQL, Statistics, VLOOKUP/XLOOKUP",2026-06-16
JOB10269,Reporting Analyst,RetailPulse,Remote,Consulting,7.8,3-5,BCA/MCA,Full-time,Remote,"Business Analysis, Communication, DAX, ETL, Excel, Power BI, Power Query, Python, Tableau",2026-05-20
JOB10270,Business Analyst,BrightOps,Kolkata,Retail,8.1,3-5,Statistics/Mathematics,Contract,Remote,"Business Analysis, Excel, Power BI, Power Query, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-08-07
JOB10271,BI Analyst,DataBridge India,Chennai,FinTech,5.1,1-2,BCA/MCA,Contract,Remote,"Communication, DAX, Data Cleaning, Excel, Google Sheets, Power BI, SQL, Statistics, VLOOKUP/XLOOKUP",2026-07-08
JOB10272,MIS Executive,TechNova Solutions,Bengaluru,FinTech,6.4,1-2,BCA/MCA,Contract,Remote,"Communication, Data Cleaning, Google Sheets, Power BI, Power Query, SQL, VLOOKUP/XLOOKUP",2026-06-12
JOB10273,Operations Analyst,MarketSphere,Bengaluru,IT Services,4.5,0-1,BCA/MCA,Internship,Hybrid,"Communication, Data Cleaning, Excel, Power Query, SQL, Tableau, VLOOKUP/XLOOKUP",2026-07-02
JOB10274,Data Associate,TechNova Solutions,Kolkata,BPO,5.8,1-2,BCA/MCA,Internship,On-site,"Business Analysis, Communication, Data Cleaning, Excel, Google Sheets, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-06-22
JOB10275,MIS Executive,InsightWorks,Bengaluru,FinTech,8.4,2-3,Statistics/Mathematics,Contract,Remote,"Communication, Data Cleaning, Google Sheets, Power Query, Python, SQL, VLOOKUP/XLOOKUP",2026-07-08
JOB10276,Junior Data Analyst,InsightWorks,Delhi NCR,FinTech,6.4,2-3,Statistics/Mathematics,Contract,Hybrid,"DAX, Data Cleaning, Excel, Power BI, Power Query, Tableau",2026-05-10
JOB10277,Business Analyst,FinEdge Analytics,Mumbai,FinTech,7.9,2-3,B.Com/MBA,Internship,On-site,"Business Analysis, DAX, Data Cleaning, ETL, Google Sheets, Python, SQL, Statistics",2026-01-30
JOB10278,Reporting Analyst,NextGen Systems,Delhi NCR,FinTech,9.9,3-5,Statistics/Mathematics,Full-time,Hybrid,"Communication, Data Cleaning, ETL, Excel, Python, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-07-11
JOB10279,Junior Data Analyst,CloudMatrix,Delhi NCR,Healthcare,6.9,1-2,BCA/MCA,Full-time,Remote,"Communication, DAX, Excel, Power BI, Python, SQL, VLOOKUP/XLOOKUP",2026-03-09
JOB10280,Junior Data Analyst,Quantify Labs,Hyderabad,BPO,3.4,0-1,Statistics/Mathematics,Contract,Hybrid,"Business Analysis, Communication, DAX, Data Cleaning, Excel",2026-01-11
JOB10281,BI Analyst,NextGen Systems,Remote,Retail,6.8,1-2,BCA/MCA,Contract,Remote,"Business Analysis, Data Cleaning, ETL, Excel, Google Sheets, Power BI, Power Query, Python, SQL",2026-05-09
JOB10282,Data Associate,BrightOps,Delhi NCR,Consulting,3.3,0-1,BCA/MCA,Contract,Hybrid,"Communication, Data Cleaning, Excel, Power Query, Statistics, Tableau",2026-02-17
JOB10283,Junior Data Analyst,DataBridge India,Delhi NCR,Healthcare,5.8,1-2,Any Graduate,Internship,Hybrid,"Business Analysis, Excel, Power Query, SQL, Statistics, Tableau",2026-05-27
JOB10284,Reporting Analyst,BrightOps,Chennai,BPO,7.3,3-5,B.Com/MBA,Contract,Hybrid,"Business Analysis, DAX, Google Sheets, Power BI, Power Query, SQL",2026-02-04
JOB10285,Data Analyst,NextGen Systems,Chennai,Consulting,4.7,0-1,B.Tech/M.Tech,Contract,Remote,"DAX, Excel, Python, SQL, Tableau",2026-07-10
JOB10286,BI Analyst,NextGen Systems,Delhi NCR,SaaS,4.4,0-1,B.Com/MBA,Full-time,Hybrid,"Business Analysis, Communication, ETL, Excel, Python, SQL, VLOOKUP/XLOOKUP",2026-04-01
JOB10287,BI Analyst,CloudMatrix,Remote,BPO,6.4,1-2,B.Tech/M.Tech,Internship,Remote,"Business Analysis, Data Cleaning, ETL, Excel, Power Query, SQL, VLOOKUP/XLOOKUP",2026-03-29
JOB10288,BI Analyst,CloudMatrix,Chennai,Consulting,7.7,2-3,Any Graduate,Full-time,On-site,"DAX, Data Cleaning, Excel, Power BI, Power Query, SQL, VLOOKUP/XLOOKUP",2026-02-02
JOB10289,Operations Analyst,DataBridge India,Bengaluru,FinTech,4.0,0-1,B.Com/MBA,Contract,On-site,"Business Analysis, Data Cleaning, Excel, Google Sheets, Power BI, Power Query, SQL, VLOOKUP/XLOOKUP",2026-06-08
JOB10290,Reporting Analyst,Quantify Labs,Mumbai,Consulting,9.2,3-5,Statistics/Mathematics,Contract,On-site,"Data Cleaning, ETL, Power BI, SQL, Statistics, VLOOKUP/XLOOKUP",2026-05-02
JOB10291,MIS Executive,FinEdge Analytics,Remote,E-commerce,8.3,3-5,B.Tech/M.Tech,Full-time,Remote,"DAX, ETL, Excel, Power BI, Power Query, Python, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-04-16
JOB10292,MIS Executive,RetailPulse,Delhi NCR,Consulting,7.1,2-3,Statistics/Mathematics,Full-time,On-site,"DAX, ETL, Google Sheets, SQL, Tableau",2026-07-16
JOB10293,Junior Data Analyst,CloudMatrix,Pune,Consulting,9.4,3-5,B.Tech/M.Tech,Internship,Remote,"Business Analysis, Communication, Data Cleaning, ETL, Excel, Power BI, Power Query, SQL",2026-06-10
JOB10294,BI Analyst,Quantify Labs,Chennai,Healthcare,6.3,1-2,B.Tech/M.Tech,Full-time,On-site,"Communication, DAX, Excel, Power BI, SQL, Tableau",2026-06-09
JOB10295,Data Analyst,TechNova Solutions,Kolkata,SaaS,6.1,1-2,BCA/MCA,Contract,Hybrid,"DAX, ETL, Excel, Power BI, Python, SQL, Tableau",2026-02-08
JOB10296,BI Analyst,RetailPulse,Remote,FinTech,6.7,2-3,Statistics/Mathematics,Contract,Remote,"Excel, Power BI, SQL, Statistics, Tableau",2026-07-18
JOB10297,Reporting Analyst,TechNova Solutions,Mumbai,Healthcare,9.7,3-5,B.Com/MBA,Internship,On-site,"DAX, ETL, Google Sheets, Power Query, Python",2026-03-05
JOB10298,Reporting Analyst,Quantify Labs,Remote,Consulting,8.7,3-5,BCA/MCA,Contract,Remote,"Communication, Data Cleaning, Excel, Power BI, SQL, Statistics, VLOOKUP/XLOOKUP",2026-03-06
JOB10299,Reporting Analyst,TechNova Solutions,Bengaluru,SaaS,6.7,1-2,Statistics/Mathematics,Full-time,Hybrid,"Data Cleaning, Excel, Power BI, Power Query, Python, SQL, Tableau",2026-01-03
JOB10300,Business Analyst,InsightWorks,Pune,E-commerce,5.5,1-2,B.Com/MBA,Full-time,Hybrid,"Business Analysis, Communication, ETL, Google Sheets, Power BI, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-07-22
JOB10301,Junior Data Analyst,Quantify Labs,Remote,Healthcare,4.2,1-2,Statistics/Mathematics,Full-time,Remote,"Communication, DAX, ETL, Excel, Power BI, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-05-19
JOB10302,Junior Data Analyst,Quantify Labs,Remote,IT Services,7.7,2-3,Statistics/Mathematics,Contract,Remote,"Business Analysis, DAX, Data Cleaning, ETL, Excel, Google Sheets, Power BI, SQL, VLOOKUP/XLOOKUP",2026-04-04
JOB10303,Data Analyst,MarketSphere,Delhi NCR,Consulting,5.4,1-2,B.Tech/M.Tech,Contract,Remote,"Communication, Excel, Power Query, SQL, VLOOKUP/XLOOKUP",2026-02-09
JOB10304,Junior Data Analyst,CloudMatrix,Bengaluru,FinTech,5.2,0-1,Any Graduate,Internship,Remote,"Business Analysis, Excel, Google Sheets, Power BI, Python",2026-05-05
JOB10305,Operations Analyst,InsightWorks,Remote,SaaS,5.5,2-3,Any Graduate,Contract,Remote,"DAX, Data Cleaning, ETL, Excel, Python, SQL",2026-08-02
JOB10306,Junior Data Analyst,CloudMatrix,Kolkata,Retail,6.2,2-3,BCA/MCA,Full-time,Remote,"Excel, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-01-26
JOB10307,Reporting Analyst,RetailPulse,Hyderabad,BPO,9.1,3-5,BCA/MCA,Internship,Remote,"Communication, DAX, Data Cleaning, Excel, Google Sheets, Power BI, Power Query, Statistics, VLOOKUP/XLOOKUP",2026-05-21
JOB10308,Data Associate,BrightOps,Delhi NCR,Healthcare,7.3,2-3,B.Com/MBA,Internship,Remote,"Business Analysis, Communication, ETL, Google Sheets, Power Query, Python, Statistics",2026-05-25
JOB10309,BI Analyst,CloudMatrix,Delhi NCR,Healthcare,8.5,3-5,B.Tech/M.Tech,Full-time,Remote,"Business Analysis, DAX, Data Cleaning, ETL, Excel, Google Sheets, Power BI, Tableau",2026-03-18
JOB10310,BI Analyst,InsightWorks,Hyderabad,Retail,3.2,0-1,Statistics/Mathematics,Full-time,Remote,"Business Analysis, Data Cleaning, Excel, Power BI, Python, SQL, Statistics",2026-03-18
JOB10311,Business Analyst,NextGen Systems,Delhi NCR,BPO,7.8,3-5,B.Com/MBA,Contract,On-site,"Business Analysis, Communication, DAX, Data Cleaning, Excel, Power Query, SQL, Tableau, VLOOKUP/XLOOKUP",2026-07-17
JOB10312,Reporting Analyst,RetailPulse,Kolkata,SaaS,6.4,3-5,Statistics/Mathematics,Internship,Remote,"Business Analysis, Data Cleaning, Excel, Google Sheets, Power BI, Python, SQL, Statistics, VLOOKUP/XLOOKUP",2026-06-22
JOB10313,Business Analyst,RetailPulse,Pune,Retail,7.8,3-5,BCA/MCA,Full-time,Hybrid,"Business Analysis, DAX, Excel, Google Sheets, Power BI, Power Query, SQL, Statistics",2026-01-22
JOB10314,Reporting Analyst,FinEdge Analytics,Remote,Retail,8.7,3-5,B.Tech/M.Tech,Internship,Remote,"Business Analysis, Data Cleaning, ETL, Google Sheets, Python, VLOOKUP/XLOOKUP",2026-01-19
JOB10315,Business Analyst,NextGen Systems,Chennai,SaaS,7.8,3-5,Statistics/Mathematics,Full-time,Hybrid,"Business Analysis, Communication, Data Cleaning, SQL, Statistics, Tableau",2026-02-13
JOB10316,Data Analyst,DataBridge India,Pune,Consulting,6.1,1-2,Any Graduate,Contract,Remote,"Business Analysis, ETL, Excel, Google Sheets, Python, SQL",2026-06-08
JOB10317,Business Analyst,Quantify Labs,Mumbai,E-commerce,8.8,3-5,Any Graduate,Contract,Remote,"Business Analysis, Communication, ETL, Google Sheets, Python, Tableau, VLOOKUP/XLOOKUP",2026-05-21
JOB10318,Data Analyst,InsightWorks,Mumbai,Retail,4.9,1-2,B.Tech/M.Tech,Internship,Remote,"Data Cleaning, ETL, Excel, Google Sheets, SQL, Tableau",2026-01-03
JOB10319,Junior Data Analyst,TechNova Solutions,Bengaluru,IT Services,4.6,0-1,BCA/MCA,Internship,Hybrid,"Communication, DAX, Excel, Power Query, Python, SQL, Statistics, VLOOKUP/XLOOKUP",2026-05-24
JOB10320,Junior Data Analyst,TechNova Solutions,Remote,Consulting,8.9,3-5,B.Com/MBA,Full-time,Remote,"Business Analysis, ETL, Excel, SQL, Statistics",2026-03-12
JOB10321,Reporting Analyst,CloudMatrix,Hyderabad,E-commerce,8.0,2-3,B.Com/MBA,Contract,Remote,"Data Cleaning, ETL, Excel, Power Query, Python, VLOOKUP/XLOOKUP",2026-04-17
JOB10322,Junior Data Analyst,DataBridge India,Remote,Retail,4.7,1-2,BCA/MCA,Internship,Remote,"Communication, Data Cleaning, Excel, Power BI, Python, VLOOKUP/XLOOKUP",2026-05-15
JOB10323,Junior Data Analyst,FinEdge Analytics,Bengaluru,E-commerce,4.3,0-1,BCA/MCA,Full-time,On-site,"Communication, ETL, Excel, SQL, Statistics, Tableau",2026-07-10
JOB10324,MIS Executive,BrightOps,Kolkata,SaaS,6.4,2-3,B.Tech/M.Tech,Full-time,Hybrid,"Business Analysis, Communication, Data Cleaning, ETL, Excel, Python, SQL, Statistics, VLOOKUP/XLOOKUP",2026-02-04
JOB10325,Data Associate,CloudMatrix,Remote,Healthcare,4.5,1-2,Any Graduate,Full-time,Remote,"Business Analysis, Google Sheets, Power Query, Python, SQL, Tableau",2026-07-10
JOB10326,Data Associate,MarketSphere,Delhi NCR,IT Services,9.7,3-5,Statistics/Mathematics,Full-time,Hybrid,"Business Analysis, Communication, Data Cleaning, Google Sheets, Power Query, SQL, Statistics, Tableau",2026-07-10
JOB10327,Data Associate,RetailPulse,Kolkata,Consulting,4.9,1-2,B.Tech/M.Tech,Contract,On-site,"Business Analysis, ETL, Google Sheets, Power BI, Power Query, Python, SQL, VLOOKUP/XLOOKUP",2026-04-23
JOB10328,Operations Analyst,MarketSphere,Mumbai,E-commerce,5.4,0-1,B.Com/MBA,Contract,Hybrid,"Business Analysis, Communication, DAX, Excel, Google Sheets, VLOOKUP/XLOOKUP",2026-02-16
JOB10329,Data Associate,InsightWorks,Kolkata,SaaS,4.7,1-2,B.Tech/M.Tech,Full-time,Remote,"DAX, Excel, Google Sheets, Power BI, Statistics, Tableau",2026-01-24
JOB10330,Operations Analyst,DataBridge India,Hyderabad,E-commerce,8.6,3-5,Any Graduate,Contract,Hybrid,"Business Analysis, Data Cleaning, Google Sheets, Power BI, Statistics",2026-02-11
JOB10331,BI Analyst,Quantify Labs,Remote,SaaS,7.1,2-3,Statistics/Mathematics,Full-time,Remote,"Data Cleaning, Excel, Python, SQL, Tableau",2026-04-28
JOB10332,Reporting Analyst,BrightOps,Pune,Healthcare,8.2,3-5,Any Graduate,Full-time,On-site,"DAX, Data Cleaning, Excel, Google Sheets, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-06-10
JOB10333,Data Analyst,RetailPulse,Delhi NCR,E-commerce,3.7,0-1,BCA/MCA,Internship,Hybrid,"Data Cleaning, Excel, Google Sheets, Statistics, Tableau",2026-01-28
JOB10334,MIS Executive,InsightWorks,Remote,Retail,7.9,2-3,Statistics/Mathematics,Full-time,Remote,"ETL, Google Sheets, Power Query, Statistics, Tableau",2026-07-29
JOB10335,Data Associate,MarketSphere,Hyderabad,FinTech,5.0,0-1,B.Com/MBA,Internship,Remote,"Data Cleaning, Google Sheets, Power Query, Python, SQL, Statistics, VLOOKUP/XLOOKUP",2026-01-28
JOB10336,BI Analyst,FinEdge Analytics,Chennai,Healthcare,6.0,2-3,Any Graduate,Full-time,On-site,"Communication, DAX, Data Cleaning, Excel, Power BI, Python, SQL, Statistics, VLOOKUP/XLOOKUP",2026-07-01
JOB10337,Data Associate,FinEdge Analytics,Bengaluru,Consulting,7.2,1-2,Any Graduate,Contract,Hybrid,"Communication, ETL, Google Sheets, Power Query, Python, SQL, Statistics, VLOOKUP/XLOOKUP",2026-02-21
JOB10338,Junior Data Analyst,NextGen Systems,Kolkata,SaaS,4.2,0-1,B.Com/MBA,Full-time,Remote,"ETL, Excel, Google Sheets, Power BI, Power Query, Python, SQL",2026-08-02
JOB10339,MIS Executive,CloudMatrix,Remote,BPO,5.8,1-2,B.Tech/M.Tech,Full-time,Remote,"Business Analysis, DAX, Data Cleaning, ETL, Power Query, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-01-05
JOB10340,BI Analyst,TechNova Solutions,Kolkata,Consulting,7.5,2-3,B.Com/MBA,Full-time,Hybrid,"Business Analysis, Communication, Data Cleaning, ETL, Excel, Power BI, Power Query, SQL, VLOOKUP/XLOOKUP",2026-07-01
JOB10341,Reporting Analyst,CloudMatrix,Delhi NCR,FinTech,9.5,3-5,B.Com/MBA,Internship,On-site,"Excel, Power BI, Python, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-07-19
JOB10342,Data Associate,TechNova Solutions,Hyderabad,SaaS,5.2,1-2,B.Com/MBA,Internship,Remote,"Data Cleaning, ETL, Excel, Google Sheets, Power BI, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-07-05
JOB10343,Business Analyst,FinEdge Analytics,Kolkata,Healthcare,7.3,2-3,B.Tech/M.Tech,Full-time,On-site,"Business Analysis, Communication, DAX, Data Cleaning, Excel, Google Sheets, SQL, Statistics, Tableau",2026-07-14
JOB10344,BI Analyst,BrightOps,Mumbai,FinTech,8.1,2-3,BCA/MCA,Internship,Hybrid,"Business Analysis, Excel, Google Sheets, Power BI, SQL",2026-06-09
JOB10345,Junior Data Analyst,TechNova Solutions,Mumbai,SaaS,7.2,1-2,Any Graduate,Full-time,Hybrid,"DAX, Excel, Power BI, Python, SQL, Statistics, Tableau",2026-02-03
JOB10346,Data Analyst,Quantify Labs,Bengaluru,E-commerce,8.9,3-5,Any Graduate,Internship,Hybrid,"Business Analysis, DAX, Data Cleaning, ETL, Excel, Power BI, SQL, Statistics, Tableau",2026-07-13
JOB10347,Business Analyst,NextGen Systems,Remote,BPO,7.2,2-3,B.Com/MBA,Contract,Remote,"DAX, Data Cleaning, ETL, Google Sheets, Power BI, Python, Statistics, Tableau",2026-02-16
JOB10348,Business Analyst,InsightWorks,Remote,BPO,3.8,0-1,Statistics/Mathematics,Internship,Remote,"Business Analysis, Data Cleaning, Excel, Google Sheets, Power BI, Python, Statistics, Tableau",2026-07-29
JOB10349,BI Analyst,MarketSphere,Remote,Retail,8.5,3-5,B.Com/MBA,Internship,Remote,"DAX, Excel, Power BI, Power Query, Python, SQL",2026-02-23
JOB10350,Reporting Analyst,Quantify Labs,Hyderabad,E-commerce,5.1,0-1,B.Tech/M.Tech,Contract,On-site,"Business Analysis, Communication, DAX, Data Cleaning, Excel, Google Sheets, SQL, Statistics, Tableau",2026-07-30
JOB10351,Business Analyst,DataBridge India,Chennai,E-commerce,6.6,2-3,B.Com/MBA,Internship,Hybrid,"Data Cleaning, Excel, Power BI, Python, SQL",2026-07-13
JOB10352,Operations Analyst,TechNova Solutions,Remote,Retail,4.7,1-2,BCA/MCA,Contract,Remote,"Business Analysis, Communication, Data Cleaning, Excel, Power Query, Statistics, Tableau",2026-05-30
JOB10353,Junior Data Analyst,RetailPulse,Kolkata,Retail,4.2,0-1,B.Com/MBA,Contract,Remote,"Data Cleaning, Excel, Power Query, Python, SQL, Statistics, Tableau",2026-07-02
JOB10354,Reporting Analyst,TechNova Solutions,Hyderabad,E-commerce,7.5,3-5,B.Com/MBA,Internship,Hybrid,"Business Analysis, Communication, ETL, Power BI, Power Query, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-06-15
JOB10355,MIS Executive,BrightOps,Bengaluru,SaaS,6.7,1-2,B.Com/MBA,Contract,On-site,"Business Analysis, DAX, Data Cleaning, ETL, Google Sheets, Power BI, Power Query, Tableau",2026-04-19
JOB10356,MIS Executive,TechNova Solutions,Chennai,SaaS,4.4,0-1,B.Tech/M.Tech,Full-time,Remote,"ETL, Google Sheets, Power Query, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-01-09
JOB10357,Data Associate,InsightWorks,Bengaluru,Consulting,7.0,1-2,Statistics/Mathematics,Full-time,Hybrid,"Business Analysis, Communication, DAX, Data Cleaning, Excel, Google Sheets, Python, Tableau, VLOOKUP/XLOOKUP",2026-06-11
JOB10358,Data Analyst,MarketSphere,Remote,Consulting,8.3,3-5,Statistics/Mathematics,Contract,Remote,"ETL, Excel, Google Sheets, Power Query, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-06-27
JOB10359,Data Associate,BrightOps,Hyderabad,FinTech,4.9,0-1,B.Tech/M.Tech,Contract,On-site,"DAX, Data Cleaning, ETL, Excel, Google Sheets, SQL, Tableau",2026-02-02
JOB10360,BI Analyst,CloudMatrix,Mumbai,SaaS,6.0,2-3,BCA/MCA,Internship,On-site,"DAX, Data Cleaning, Excel, Google Sheets, SQL",2026-03-08
JOB10361,Junior Data Analyst,CloudMatrix,Bengaluru,BPO,6.6,1-2,Any Graduate,Internship,Hybrid,"Business Analysis, DAX, ETL, Excel, Power Query, Python",2026-02-12
JOB10362,Business Analyst,DataBridge India,Kolkata,Retail,4.8,1-2,Any Graduate,Contract,Hybrid,"Communication, DAX, Data Cleaning, ETL, Power Query, Python, Tableau, VLOOKUP/XLOOKUP",2026-03-09
JOB10363,Operations Analyst,MarketSphere,Delhi NCR,Retail,3.6,0-1,B.Com/MBA,Internship,Remote,"Business Analysis, Communication, Data Cleaning, Google Sheets, Power BI, Power Query, SQL, Statistics, Tableau",2026-03-07
JOB10364,Reporting Analyst,RetailPulse,Pune,FinTech,7.3,2-3,Statistics/Mathematics,Full-time,Remote,"Communication, ETL, Excel, SQL, Statistics, VLOOKUP/XLOOKUP",2026-01-04
JOB10365,Data Associate,InsightWorks,Delhi NCR,FinTech,6.5,1-2,Any Graduate,Internship,On-site,"Business Analysis, Data Cleaning, ETL, Excel, Google Sheets, Python, SQL",2026-06-03
JOB10366,Operations Analyst,NextGen Systems,Hyderabad,Consulting,5.0,0-1,BCA/MCA,Full-time,Hybrid,"Business Analysis, Communication, DAX, Excel, Google Sheets, Power Query, Tableau",2026-06-27
JOB10367,Data Analyst,MarketSphere,Chennai,Retail,7.7,3-5,BCA/MCA,Internship,Hybrid,"Business Analysis, Excel, Power BI, SQL, Tableau",2026-02-21
JOB10368,Business Analyst,InsightWorks,Hyderabad,Consulting,7.7,3-5,B.Com/MBA,Full-time,Hybrid,"DAX, ETL, Excel, SQL, Tableau",2026-01-19
JOB10369,MIS Executive,RetailPulse,Kolkata,Retail,4.1,0-1,Any Graduate,Internship,On-site,"DAX, Data Cleaning, ETL, Power BI, Power Query, SQL, Statistics",2026-05-03
JOB10370,Data Analyst,NextGen Systems,Chennai,FinTech,7.1,3-5,B.Com/MBA,Contract,Remote,"Business Analysis, Communication, ETL, Excel, Power BI, Power Query, SQL, Statistics, Tableau",2026-08-07
JOB10371,Reporting Analyst,Quantify Labs,Hyderabad,Healthcare,5.7,0-1,BCA/MCA,Full-time,On-site,"DAX, ETL, Excel, Power Query, Statistics, Tableau",2026-01-22
JOB10372,Data Analyst,TechNova Solutions,Pune,Retail,8.0,3-5,Any Graduate,Full-time,Remote,"Business Analysis, Communication, DAX, Data Cleaning, ETL, Excel, Power BI, Tableau, VLOOKUP/XLOOKUP",2026-07-21
JOB10373,Data Associate,MarketSphere,Hyderabad,IT Services,6.8,1-2,BCA/MCA,Internship,Remote,"Communication, DAX, ETL, Power BI, SQL",2026-05-01
JOB10374,MIS Executive,InsightWorks,Kolkata,FinTech,5.2,1-2,B.Com/MBA,Internship,Remote,"Business Analysis, DAX, Data Cleaning, ETL, Excel, Google Sheets, Power BI",2026-07-29
JOB10375,Reporting Analyst,CloudMatrix,Bengaluru,IT Services,6.2,1-2,Statistics/Mathematics,Full-time,Hybrid,"Business Analysis, Communication, Data Cleaning, Excel, Power BI, Power Query, Statistics, VLOOKUP/XLOOKUP",2026-07-23
JOB10376,Business Analyst,DataBridge India,Bengaluru,FinTech,6.7,2-3,Statistics/Mathematics,Contract,On-site,"Business Analysis, DAX, ETL, Power BI, Python, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-01-11
JOB10377,Data Analyst,Quantify Labs,Remote,E-commerce,2.9,0-1,BCA/MCA,Full-time,Remote,"Communication, Data Cleaning, ETL, Excel, SQL, Tableau",2026-07-26
JOB10378,Data Associate,BrightOps,Chennai,Healthcare,6.5,1-2,BCA/MCA,Full-time,Remote,"Communication, DAX, Data Cleaning, ETL, Excel, Power BI, Python, SQL, Tableau",2026-01-02
JOB10379,Business Analyst,DataBridge India,Delhi NCR,E-commerce,5.8,1-2,Any Graduate,Full-time,Remote,"DAX, Excel, Power BI, Python, SQL, Tableau",2026-05-08
JOB10380,Junior Data Analyst,TechNova Solutions,Mumbai,SaaS,5.9,1-2,Statistics/Mathematics,Full-time,On-site,"Communication, DAX, Data Cleaning, Excel, Google Sheets, Power BI, SQL",2026-02-10
JOB10381,Reporting Analyst,RetailPulse,Remote,Healthcare,6.5,2-3,B.Com/MBA,Full-time,Remote,"Business Analysis, Data Cleaning, ETL, Excel, Google Sheets, Python, Statistics",2026-07-08
JOB10382,Data Associate,Quantify Labs,Remote,Healthcare,5.3,0-1,B.Tech/M.Tech,Contract,Remote,"DAX, Data Cleaning, Power BI, Power Query, Python, Statistics",2026-02-04
JOB10383,Junior Data Analyst,NextGen Systems,Hyderabad,Healthcare,5.0,0-1,B.Tech/M.Tech,Internship,On-site,"Communication, Excel, Power BI, SQL, Tableau",2026-02-13
JOB10384,MIS Executive,CloudMatrix,Pune,Healthcare,4.1,0-1,B.Tech/M.Tech,Contract,Remote,"Business Analysis, Communication, DAX, Data Cleaning, Google Sheets, Python, SQL, Statistics, Tableau",2026-07-08
JOB10385,Reporting Analyst,BrightOps,Hyderabad,Retail,4.2,0-1,B.Com/MBA,Internship,On-site,"Business Analysis, DAX, ETL, SQL, VLOOKUP/XLOOKUP",2026-04-19
JOB10386,Data Associate,FinEdge Analytics,Remote,Healthcare,4.3,1-2,Any Graduate,Full-time,Remote,"Business Analysis, ETL, Power BI, Power Query, Python",2026-04-02
JOB10387,BI Analyst,InsightWorks,Hyderabad,Retail,9.4,3-5,B.Tech/M.Tech,Internship,On-site,"Communication, DAX, ETL, Excel, Google Sheets, Power BI, Power Query, Python, Statistics",2026-08-09
